ddot,0.164665,0.000316
ddot,0.000067,0.000059
dasum,0.000063,0.000597
daxpy,0.000097,0.000095
dnrm2,0.000072,0.000069
dscal,0.000072,0.000067
dswap,0.000076,0.001245
dcopy,0.000074,0.001292
drot,0.000072,0.091230
drotm,0.000100,0.006489
dgemm,0.763781,64.093524
