sdsdot,0.000092,0.003831
sdot,0.000366,0.000080
sasum,0.000007,0.000052
saxpy,0.000053,0.000063
snrm2,0.000016,0.000035
sscal,0.000029,0.000041
sswap,0.000034,0.001854
scopy,0.000031,0.084452
srot,0.002017,0.017728
srotg,0.000002,0.000001
srotm,0.000077,0.000064
sgemm,0.310994,62.782139
