sdsdot,0.000000,0.000000
sdot,0.000000,0.000000
sasum,0.000000,0.000000
saxpy,0.000000,0.000000
snrm2,0.000000,0.000000
sscal,0.000000,0.000000
sswap,0.000000,0.000000
scopy,0.000000,0.000000
srot,0.000000,0.000000
srotg,28521271.555248,28521271.555248
srotm,28521271.555248,0.000000
sgemm,0.000000,0.000000
